ACQ_DATE,ACQ_YEAR,BPL_ID,CALC_AC,CL_UNIQUEI,CONS1_TYPE,CONS2_TYPE,DEPT_ID,DESIGNATIO,ECO_RESERV,EDITOR,FMPROCSS,FMUPDDAT,GAP_STATUS,name,HOLD1_TYPE,HOLD2_NAME,HOLD2_TYPE,IFW_ID,IUCN_STATU,LMF_ID,NOTE_,PARCEL_NAM,PROJECT,PUB_ACCESS,PURPOSE1,PURPOSE2,REVIEW,RPT_AC,geometry,homepage,founded,acres_owned,acres_under_easement,num_staff,membership
,1999,,24.0407899,5110,Fee,,1801,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,MEDIFW shapes replaced by data provided by MCHT - NHD water lines fitted 6/9/16 LH,Aldermere Farm,Aldermere Farm,Contact landowner for additional information,,,,0,"POLYGON ((495136.6648000004 4892677.6666, 495464.4648000002 4892506.468499999, 495449.8820000002 4892381.9957, 495446.9737 4892367.995300001, 495432.4764 4892338.9935, 495433.1561000003 4892327.997, 495443.6590999998 4892305.9976, 495441.3781000003 4892289.99, 495445.0716000004 4892275.9925, 495442.0727000004 4892261.9922, 495447.1629999997 4892226.001499999, 495444.2586000003 4892209.9944, 495439.0122999996 4892197.272700001, 495176.8815000001 4892335.169, 495141.8190000001 4892376.168299999, 495099.0689000003 4892412.6676, 495090.5376000004 4892420.6675, 495206.9146999996 4892579.668, 495193.1425999999 4892592.742799999, 495124.4210999999 4892657.9849, 495099.477 4892681.666099999, 495110.2583999997 4892696.166099999, 495128.9458999997 4892675.6665, 495136.6648000004 4892677.6666))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1999,,7.56679708,5111,Fee,Easement,1801,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,Maine Department of Inland Fisheries and Wildlife,Private,,,,Data provided by Interest1,Aldermere Farm,Aldermere Farm,Contact landowner for additional information,,,,0,"POLYGON ((495206.9146999996 4892579.668, 495090.5376000004 4892420.6675, 495085.8650000002 4892424.965600001, 495054.6624999996 4892453.6669, 495017.9751000004 4892502.166099999, 494990.6314000003 4892554.6655, 494976.4910000004 4892586.7819, 494997.6629999997 4892594.6654, 495040.1947999997 4892620.6657, 495077.5390999997 4892654.165999999, 495093.8123000003 4892674.565099999, 495099.477 4892681.666099999, 495124.4210999999 4892657.9849, 495193.1425999999 4892592.742799999, 495206.9146999996 4892579.668))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1999,,3.95579269,5150,Fee,Easement,1801,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,Maine Department of Inland Fisheries and Wildlife,Private,,,,MEDIFW shapes replaced by data provided by MCHT,Aldermere Farm,Aldermere Farm,Contact landowner for additional information,,,,0,"POLYGON ((495145.2724000001 4893348.4098, 495171.9326999998 4893314.4176, 495206.5087000001 4893322.5856, 495221.7925000004 4893314.285800001, 495242.7127 4893311.447799999, 495267.4609000003 4893317.882300001, 495319.0162000004 4893310.5, 495351.8756999997 4893285.4805, 495356.0596000003 4893282.244899999, 495379.8179000001 4893243.637599999, 495422.3848999999 4893202.555600001, 495448.1229999997 4893160.978499999, 495435.5384999998 4893138.640699999, 495426.5333000002 4893148.933499999, 495393.0154999997 4893188.5042, 495341.6582000004 4893248.8989, 495332.9715999998 4893253.4902, 495269.2922999999 4893288.4221, 495116.8154999996 4893279.1248, 495104.9145 4893278.4242, 495089.5696 4893277.549000001, 495088.9132000003 4893280.7753, 495085.2208000002 4893290.9352, 495080.0250000004 4893319.0529, 495079.9675000003 4893342.4847, 495145.2724000001 4893348.4098))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2009,,47.08293291,5058,Fee,,2497,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Ash Island,Ash Island,Contact landowner for additional information,,,,0,"POLYGON ((494027.1562999999 4876265.5, 494032.6875 4876293, 494046.75 4876317.5, 494046.2812999999 4876376.5, 494048.75 4876389.5, 494062.7812999999 4876403.5, 494082.875 4876413.5, 494107.9062999999 4876433, 494122.5937999999 4876460, 494136.625 4876472.5, 494156.1875 4876512, 494176.9375 4876538, 494202.5937999999 4876581.5, 494216.0312999999 4876596, 494259.25 4876603, 494276.9062999999 4876602.5, 494331.0312999999 4876577, 494348.0312999999 4876566.5, 494437.9687999999 4876492, 494468.9687999999 4876472, 494481.7187999999 4876458.5, 494496.875 4876431.5, 494521.1875 4876417, 494532.7187999999 4876403.5, 494542.4687999999 4876397, 494578.3437999999 4876382.5, 494585.0312999999 4876375, 494588.0312999999 4876360.5, 494588 4876348.5, 494583.125 4876341.5, 494577.0312999999 4876343.5, 494574.625 4876349, 494570.9687999999 4876346.5, 494572.7187999999 4876320.5, 494569.0625 4876315, 494557.5 4876323, 494542.8437999999 4876292, 494536.125 4876290.5, 494532.4687999999 4876285.5, 494520.9062999999 4876289.5, 494518.4687999999 4876281.5, 494520.25 4876268, 494517.1875 4876254.5, 494505.5625 4876228.5, 494498.8437999999 4876223.5, 494476.3437999999 4876222, 494447.7187999999 4876216, 494442.8125 4876208.5, 494430.6562999999 4876211, 494423.9375 4876208, 494420.8437999999 4876181, 494383.0937999999 4876184.5, 494376.375 4876176, 494372.0937999999 4876174.5, 494369.0312999999 4876161, 494358.6875 4876162.5, 494350.7812999999 4876171, 494339.8437999999 4876170.5, 494333.75 4876167.5, 494331.2812999999 4876152, 494336.0937999999 4876132.5, 494333.0312999999 4876128.5, 494325.125 4876126.5, 494318.4375 4876135, 494317.25 4876140.5, 494311.1562999999 4876144.5, 494303.25 4876142.5, 494298.375 4876136, 494293.4375 4876114.5, 494284.9062999999 4876106.5, 494258.125 4876109.5, 494253.25 4876105, 494259.9062999999 4876089.5, 494252.5937999999 4876083.5, 494236.7812999999 4876095, 494228.2812999999 4876093.5, 494224.5937999999 4876084, 494226.375 4876070, 494231.25 4876058.5, 494229.375 4876049.5, 494222.0625 4876044, 494214.7812999999 4876043.5, 494212.3125 4876039, 494216.5625 4876026.5, 494215.3125 4876015.5, 494210.4375 4876011, 494183.0312999999 4876008, 494170.2812999999 4876021.5, 494155.125 4876056.5, 494147.8437999999 4876062.5, 494125.3437999999 4876063.5, 494112.5625 4876072, 494101.6562999999 4876097, 494088.3125 4876112.5, 494080.4375 4876129.5, 494061.625 4876159.5, 494047.0625 4876176.5, 494038.5312999999 4876180, 494036.6875 4876171.5, 494030.5937999999 4876170, 494021.5 4876179, 494015.4375 4876196, 494017.2812999999 4876206.5, 494019.6390000004 4876210.9056, 494027.1562999999 4876265.5))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2002,,7.48522119,4966,Fee,,1903,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1; CAP,Babson Creek,Babson Creek,"Allowed for general uses, contact owner for details: Certain restrictions may apply - time, activity,",,,,0,"POLYGON ((552995.8128000004 4913650.710899999, 553150.1974999998 4913693.5735, 553143.4506000001 4913667.379699999, 553150.0851999996 4913665.6708, 553163.8899999997 4913603.6545, 553200.9873000002 4913608.680600001, 553203.3788000001 4913567.367000001, 553247.1342000002 4913451.3358, 553204.5787000004 4913444.9868, 553174.5497000003 4913460.087099999, 553120.3256999999 4913505.7313, 553087.0362999998 4913520.488500001, 553098.8764000004 4913552.748299999, 553072.4507999998 4913553.434699999, 553039.3329999996 4913560.2985, 552996.0910999998 4913616.41, 552995.8128000004 4913650.710899999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2002,,0.2476902,4967,Fee,,1903,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Babson Creek,Babson Creek,Contact landowner for additional information,,,,0,"POLYGON ((553227.1730000004 4913439.163699999, 553247.5961999996 4913390.5242, 553222.8733000001 4913392.136600001, 553209.1683 4913436.476399999, 553227.1730000004 4913439.163699999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2002,,11.52157283,5118,Fee,,1903,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Babson Creek,Babson Creek,Contact landowner for additional information,,,,0,"POLYGON ((553623.8496000003 4913844.9517, 553637.2509000003 4913862.2437, 553648.2745000003 4913869.376599999, 553662.9726 4913872.1865, 553675.7253999999 4913870.4574, 553685.8843999999 4913870.0251, 553695.8273 4913864.188999999, 553705.5539999995 4913858.7853, 553712.2547000004 4913856.191500001, 553722.6298000002 4913857.0561, 553733.0049999999 4913859.001399999, 553738.1925999997 4913859.433700001, 553745.7577999998 4913856.407600001, 553698.6372999996 4913797.182700001, 553690.1714000003 4913782.277000001, 553580.1014 4913645.710899999, 553575.2888000002 4913654.710899999, 553555.1014 4913663.7106, 553542.9139 4913670.7104, 553537.2889 4913678.7103, 553534.6638000002 4913693.710200001, 553538.1010999996 4913724.710200001, 553534.4134999998 4913731.710100001, 553531.4135999996 4913731.710100001, 553524.6635999996 4913727.710000001, 553515.6638000002 4913706.710000001, 553512.2889999999 4913678.710000001, 553521.1017000005 4913649.710200001, 553520.6017000005 4913643.710200001, 553516.9143000003 4913642.710200001, 553507.6643000003 4913645.710000001, 553505.1643000003 4913650.710000001, 553495.9768000003 4913662.709799999, 553488.1018000003 4913663.7097, 553466.7895 4913655.7095, 553460.6645 4913655.7094, 553455.6645 4913661.7094, 553458.6644000001 4913678.7093, 553457.9768000003 4913686.7093, 553448.1018000003 4913702.709100001, 553441.1642000005 4913717.709000001, 553438.6640999997 4913732.708900001, 553440.4139999999 4913748.708900001, 553437.9764999999 4913758.708799999, 553421.1639999999 4913769.7086, 553413.1639999999 4913777.7085, 553402.1014 4913796.7083, 553387.6637000004 4913842.707900001, 553377.3305000002 4913862.848999999, 553344.1139000002 4913883.434800001, 553334.5800000001 4913896.794299999, 553328.7504000003 4913904.8708, 553328.6010999996 4913911.707, 553341.1383999996 4913937.419399999, 553342.2921000002 4913947.256899999, 553337.1305 4913975.5548, 553332.0144999996 4913982.488600001, 553338.5343000004 4913986.138699999, 553341.5510999998 4913980.2708, 553347.0409000004 4913975.565400001, 553349.3936000001 4913968.311100001, 553354.2951999996 4913957.9198, 553359.4205999998 4913948.3267, 553357.3153999997 4913936.397, 553355.9118999997 4913918.1514, 553359.4205999998 4913904.8182, 553372.0521 4913884.467399999, 553386.7889 4913870.432399999, 553399.4204000002 4913858.502599999, 553420.4729000004 4913854.292099999, 553436.8320000004 4913851.7151, 553451.3498999998 4913847.976399999, 553449.2446999997 4913841.660599999, 553423.9817000004 4913833.941400001, 553417.4804999996 4913827.8226, 553424.9987000003 4913817.935799999, 553437.3148999996 4913819.906400001, 553462.5778999999 4913829.029100001, 553482.9287 4913836.046599999, 553496.9637000002 4913835.344900001, 553499.7707000002 4913816.397600001, 553510.2970000003 4913815.695900001, 553517.3145000003 4913824.818600001, 553523.6303000003 4913842.362400001, 553542.5774999997 4913852.888599999, 553572.9700999996 4913852.074899999, 553605.693 4913833.2797, 553620.1750999996 4913843.6548, 553623.8496000003 4913844.9517))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2002,,19.79303771,5119,Fee,,1903,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1; CAP,Babson Creek,Babson Creek,"Allowed for general uses, contact owner for details: Certain restrictions may apply - time, activity,",,,,0,"POLYGON ((553392.6667999998 4913399.7094, 553383.6043999996 4913382.7094, 553285.1675000004 4913388.7081, 553259.4172 4913456.707599999, 553255.9172 4913465.7075, 553218.1666999999 4913561.706700001, 553211.2916000001 4913587.706599999, 553209.9165000003 4913605.706499999, 553207.9162999997 4913630.7064, 553210.1036 4913655.7063, 553210.6661 4913659.7063, 553309.9154000003 4913665.7075, 553298.4153000005 4913698.7073, 553216.6032999996 4913699.7063, 553224.6029000003 4913752.7062, 553258.6642000005 4913885.7062, 553264.6015999997 4913903.7062, 553299.6229999997 4914025.590299999, 553300.6244999999 4913998.8376, 553307.1632000003 4913986.706499999, 553320.6632000003 4913970.706700001, 553324.4758000001 4913956.706800001, 553324.6009 4913947.706800001, 553314.9759999998 4913930.706800001, 553311.9760999996 4913920.706700001, 553313.9762000004 4913905.706800001, 553354.6639 4913842.7075, 553364.1014999999 4913821.707699999, 553367.1640999997 4913803.707800001, 553364.4142000005 4913784.707800001, 553359.6018000003 4913776.707800001, 553355.4144000001 4913770.707800001, 553354.4145999998 4913748.707800001, 553378.2895 4913737.7082, 553393.6645 4913724.7084, 553409.102 4913704.7086, 553417.6645999998 4913685.708799999, 553425.4774000002 4913637.709100001, 553431.6024000002 4913629.7092, 553444.4774000002 4913621.7093, 553448.9149000002 4913610.7094, 553437.6026999997 4913577.7094, 553417.1655999999 4913537.7093, 553407.6032999996 4913524.7092, 553386.2910000002 4913507.709000001, 553380.2911999999 4913496.708900001, 553378.1037999997 4913472.709000001, 553378.9165000003 4913443.709100001, 553392.6667999998 4913399.7094))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2003,,1.83389854,4969,Fee,,1977,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Babson Creek - Swartz,Babson Creek - Swartz,Contact landowner for additional information,,,,0,"POLYGON ((553333.7937000003 4913178.7094, 553391.9808 4913173.710100001, 553391.6684999997 4913156.710200001, 553387.6061000004 4913137.710200001, 553388.2937000003 4913123.710200001, 553396.4187000003 4913110.7104, 553413.4812000003 4913099.7106, 553440.4187000003 4913085.710999999, 553444.5274999999 4913081.6779, 553374.4107999997 4913067.0013, 553330.1281000003 4913070.0548, 553332.9815999996 4913116.7096, 553333.7937000003 4913178.7094))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,1998,,0.13758704,5143,Fee,,1747,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Babson Creek Bequest,Babson Creek Bequest,Contact landowner for additional information,,,,0,"POLYGON ((553338.5343000004 4913986.138699999, 553332.0144999996 4913982.488600001, 553324.4632000001 4913993.578299999, 553314.9375 4914007, 553310.0625 4914011, 553299.6229999997 4914025.590299999, 553303.8585000001 4914039.9256, 553311.8124000002 4914027.7787, 553322.3217000002 4914011.7294, 553330.6441000002 4913999.0197, 553338.5343000004 4913986.138699999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2012,,74.11976469,5070,Fee,,2477,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,2,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Back Cove Preserve,Back Cove Preserve,Contact landowner for additional information,,,,0,"POLYGON ((544090.8591 4890384.5272, 544097.6912000002 4890404.686699999, 544101.3189000003 4890412.3366, 544290.1224999996 4890143.301000001, 544440.6651999997 4889688.002900001, 544294.9117000001 4889556.959000001, 544388.9413000001 4889459.780200001, 544390.7638999997 4889449.3401, 544390.7638999997 4889436.441, 544387.5390999997 4889423.5419, 544371.4151999997 4889413.8675, 544355.2912999997 4889404.1932, 544335.9425999997 4889404.1932, 544316.5938999997 4889400.9684, 544295.6272999998 4889392.201199999, 544246.6964999996 4889437.884, 544243.3289999999 4889434.715, 544236.3956000004 4889440.351199999, 544200.8901000004 4889474.503, 544179.1079000002 4889502.84, 544144.2149999999 4889532.364800001, 544125.2160999998 4889546.269400001, 544056.5355000002 4889594.993000001, 544018.6838999996 4889619.821799999, 543907.5828999998 4889679.249399999, 543917.8739 4889726.9432, 544011.9463 4890112.5644, 543962.5763999997 4890191.4241, 543970.6452000001 4890195.1138, 543981.2165000001 4890213.613700001, 543984.4413000001 4890229.737600001, 543994.1156000001 4890245.861500001, 544003.79 4890255.5359, 544013.4643000001 4890271.6598, 544023.1387 4890287.7837, 544039.2626 4890294.2333, 544055.3865 4890310.3572, 544065.0608999999 4890326.4811, 544077.96 4890342.605, 544077.96 4890355.5041, 544090.8591 4890384.5272))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2001,,31.74711505,5148,Easement,,1868,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Bagaduce - Dixon,Bagaduce-Dixon,No public access,,,,0,"POLYGON ((518099.5097000003 4915056.575200001, 517693.0721000005 4915098.959100001, 517693.8733000001 4915117.9463, 517677.8295 4915233.307800001, 517683.9414999997 4915269.9791, 517698.4572000001 4915301.3024, 517674.0094999997 4915370.824899999, 517663.3137999997 4915425.0677, 517658.7462999998 4915459.810900001, 517661.7860000003 4915487.714500001, 517663.9770999998 4915502.068499999, 517667.9468 4915510.8893, 517672.2297999999 4915512.7928, 517681.3863000004 4915510.9778, 517693.1687000003 4915506.765000001, 517713.7905000001 4915490.7435, 517722.6737000002 4915483.4465, 517735.7817000002 4915479.770400001, 518127.0516999997 4915221.084100001, 518099.5097000003 4915056.575200001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2008,,17.64300067,5217,Easement,,2125,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Bagaduce - Forest Lane,Bagaduce - Forest Lane,No public access,,,,0,"POLYGON ((519907.2637 4919878.042199999, 519903.8653999995 4919880.798, 519434.6414000001 4920246.8805, 519440.8240999999 4920253.1424, 519477.6026999997 4920275.3807, 519533.7189999996 4920309.6325, 519582.1808000002 4920342.8795, 519955.5250000004 4919940.2633, 519947.3485000003 4919927.101199999, 519937.9754999997 4919911.944700001, 519921.2236000001 4919888.6118, 519916.2379000001 4919884.423800001, 519907.2637 4919878.042199999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2000,,31.16812251,5146,Easement,,1828,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Bagaduce - Stapleton,Bagaduce- Stapleton,No public access,,,,0,"POLYGON ((517693.0721000005 4915098.959100001, 518099.5097000003 4915056.575200001, 518062.7532000002 4914834.6219, 517605.2116 4914831.788699999, 517593.8794999998 4914870.0351, 517584.2100999998 4914933.5787, 517579.4142000005 4914958.557399999, 517570.7830999997 4914982.711200001, 517562.7153000003 4914994.6905, 517552.1447999999 4915010.3861, 517532.8536999999 4915032.4948, 517511.0722000003 4915056.8739, 517502.8790999996 4915065.6665, 517489.4906000001 4915090.445499999, 517489.091 4915104.8332, 517492.8880000003 4915111.6274, 517499.2823000001 4915113.0262, 517515.6683999998 4915107.4311, 517531.5515999999 4915091.0151, 517578.0192 4915070.6779, 517608.1898999996 4915055.875, 517623.1769000003 4915053.876700001, 517639.1633000001 4915057.273499999, 517685.3815000001 4915088.1379, 517693.0721000005 4915098.959100001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2004,,43.57892492,5184,Easement,,2012,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1-NHD water lines fitted 5/26/16 LH,Bagaduce Hidden Meadow,Bagaduce - Hidden Meadow,No public access,,,,0,"POLYGON ((519212.3243000004 4920098.7224, 519434.6414000001 4920246.8805, 519903.8653999995 4919880.798, 519907.2637 4919878.042199999, 519903.2542000003 4919874.4943, 519892.3874000004 4919837.9981, 519882.6586999996 4919821.492000001, 519848.0096000005 4919777.999500001, 519835.8822999997 4919757.990900001, 519810.5983999996 4919656.979599999, 519179.6523000002 4920074.525599999, 519212.3243000004 4920098.7224))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2002,,21.77180647,5185,Easement,,1904,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1-NHD water lines fitted 5/26/16 LH,Bagaduce Narrows Point,Bagaduce Narrows Point,No public access,,,,0,"POLYGON ((519179.6523000002 4920074.525599999, 519810.5983999996 4919656.979599999, 519807.4732999997 4919644.4946, 519797.1952999998 4919616.494100001, 519772.2938000001 4919572.498500001, 519754.0311000003 4919557.9957, 519719.4696000004 4919536.1647, 519706.5346999997 4919527.9943, 519686.1761999996 4919549.287699999, 519131.8663999997 4920031.5351, 519154.1815999998 4920054.699200001, 519179.6523000002 4920074.525599999))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2006,,20.70042713,5202,Easement,,2292,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1-NHD water lines fitted 5/26/16 LH,Bagaduce River Narrows,Bagaduce River Narrows,No public access,,,,0,"POLYGON ((519404.9523999998 4919606.8057, 519096.2570000002 4920006.0042, 519131.8663999997 4920031.5351, 519686.1761999996 4919549.287699999, 519706.5346999997 4919527.9943, 519679.1907000002 4919496.499, 519628.6945000002 4919454.492699999, 519617.1325000003 4919448.992900001, 519588.4762000004 4919445.9965, 519404.9523999998 4919606.8057))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2009,,7.27442797,5256,Easement,,2547,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Bailey's Mistake - Chaffee Lot,Baileys Mistake - Chaffee Lot,No public access,,,,0,"POLYGON ((652799.8701999998 4959211.706700001, 652786.1365 4959218.396, 652787.0586999999 4959227.163899999, 652783.9896999998 4959237.101600001, 652775.8918000003 4959241.8442, 652765.8326000003 4959247.9275, 652755.3992999997 4959254.041300001, 652716.8498 4959271.101, 652701.8062000005 4959277.7247, 652692.9971000003 4959281.6033, 652678.8299000002 4959287.7512, 652656.4990999997 4959297.636700001, 652610.7060000002 4959317.072699999, 652573.8738000002 4959322.0288, 652534.7449000003 4959326.142899999, 652490.0623000003 4959331.216800001, 652499.0996000003 4959361.4892, 652524.6892999997 4959422.0502, 652563.1891000001 4959490.8364, 652596.5491000004 4959547.2326, 652693.5842000004 4959323.512, 652810.0179000003 4959232.6841, 652799.8701999998 4959211.706700001))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
,2009,,12.57097475,5255,Easement,,2480,,,Justin Schlawin,copy-duplicates features and INFO files to a new user-specified location,8/26/13,3,Maine Coast Heritage Trust,Private,,,,,,Data provided by Interest1,Bailey's Mistake - Sylvia Lot,Baileys Mistake - Sylvia Lot,Contact landowner for additional information,,,,0,"POLYGON ((652573.8738000002 4959322.0288, 652610.7060000002 4959317.072699999, 652656.4990999997 4959297.636700001, 652678.8299000002 4959287.7512, 652692.9971000003 4959281.6033, 652701.8062000005 4959277.7247, 652716.8498 4959271.101, 652755.3992999997 4959254.041300001, 652765.8326000003 4959247.9275, 652775.8918000003 4959241.8442, 652783.9896999998 4959237.101600001, 652787.0586999999 4959227.163899999, 652786.1365 4959218.396, 652799.8701999998 4959211.706700001, 652793.6447999999 4959198.990800001, 652783.25 4959170, 652776.75 4959141, 652774 4959102, 652783.625 4959043, 652795.9375 4959028, 652800.9375 4959015, 652819.415 4958993.471999999, 652819.415 4958987.2982, 652809.1253000004 4958978.0375, 652797.1206 4958953.6852, 652787.1738999998 4958946.1395, 652775.5122999996 4958945.453500001, 652760.7637 4958944.4245, 652748.4161 4958952.999299999, 652730.9236000003 4958961.573999999, 652722.6919 4958975.979599999, 652723.0349000003 4958989.0132, 652730.2377000004 4958999.3029, 652730.9236000003 4959013.022500001, 652734.1723999996 4959017.5623, 652740.4944000002 4959023.533, 652741.0213000001 4959029.679400001, 652735.0504999999 4959036.001399999, 652725.5674999999 4959039.689200001, 652717.3137999997 4959038.284299999, 652708.1820999999 4959035.123299999, 652694.6903999997 4959036.3354, 652685.6458000001 4959045.380100001, 652690.1681000004 4959060.755899999, 652697.4038000004 4959077.0362, 652713.6841000002 4959096.029899999, 652717.3019000003 4959116.8325, 652714.5884999996 4959139.444, 652701.0215999996 4959147.5842, 652682.9324000003 4959149.393100001, 652661.2253 4959164.7689, 652639.5182999996 4959183.762599999, 652625.9513999997 4959200.9474, 652614.1934000002 4959204.565199999, 652604.2443000004 4959197.329500001, 652597.9130999995 4959180.1448, 652588.8684999999 4959172.0046, 652576.2060000002 4959165.6734, 652558.3860999998 4959169.9923, 652542.7408999996 4959181.9537, 652529.5860000001 4959201.0754, 652515.6070999997 4959212.705399999, 652518.0159999998 4959264.458000001, 652479.0029999996 4959268.0513, 652480.5429999996 4959282.937899999, 652484.6496000001 4959312.710999999, 652490.0623000003 4959331.216800001, 652534.7449000003 4959326.142899999, 652573.8738000002 4959322.0288))",http://www.mcht.org,1970,"12,118.32","12,118.32",45,3700
